,city,state_name,state_id
0,new-york/new-york,New-York,NY
1,california/los-angeles,California,CA
2,illinois/chicago,Illinois,IL
3,florida/miami,Florida,FL
4,texas/dallas,Texas,TX
5,pennsylvania/philadelphia,Pennsylvania,PA
6,texas/houston,Texas,TX
7,georgia/atlanta,Georgia,GA
8,district-of-columbia/washington,District-of-Columbia,DC
9,massachusetts/boston,Massachusetts,MA
10,arizona/phoenix,Arizona,AZ
11,washington/seattle,Washington,WA
12,california/san-francisco,California,CA
13,michigan/detroit,Michigan,MI
14,california/san-diego,California,CA
15,minnesota/minneapolis,Minnesota,MN
16,florida/tampa,Florida,FL
17,colorado/denver,Colorado,CO
18,new-york/brooklyn,New-York,NY
19,new-york/queens,New-York,NY
20,california/riverside,California,CA
21,maryland/baltimore,Maryland,MD
22,nevada/las-vegas,Nevada,NV
23,oregon/portland,Oregon,OR
24,texas/san-antonio,Texas,TX
25,missouri/st.-louis,Missouri,MO
26,california/sacramento,California,CA
27,florida/orlando,Florida,FL
28,california/san-jose,California,CA
29,ohio/cleveland,Ohio,OH
30,pennsylvania/pittsburgh,Pennsylvania,PA
31,texas/austin,Texas,TX
32,ohio/cincinnati,Ohio,OH
33,missouri/kansas-city,Missouri,MO
34,new-york/manhattan,New-York,NY
35,indiana/indianapolis,Indiana,IN
36,ohio/columbus,Ohio,OH
37,north-carolina/charlotte,North-Carolina,NC
38,virginia/virginia-beach,Virginia,VA
39,new-york/bronx,New-York,NY
40,wisconsin/milwaukee,Wisconsin,WI
41,rhode-island/providence,Rhode-Island,RI
42,florida/jacksonville,Florida,FL
43,utah/salt-lake-city,Utah,UT
44,tennessee/nashville,Tennessee,TN
45,virginia/richmond,Virginia,VA
46,tennessee/memphis,Tennessee,TN
47,north-carolina/raleigh,North-Carolina,NC
48,louisiana/new-orleans,Louisiana,LA
49,kentucky/louisville,Kentucky,KY
50,oklahoma/oklahoma-city,Oklahoma,OK
51,connecticut/bridgeport,Connecticut,CT
52,new-york/buffalo,New-York,NY
53,texas/fort-worth,Texas,TX
54,connecticut/hartford,Connecticut,CT
55,arizona/tucson,Arizona,AZ
56,nebraska/omaha,Nebraska,NE
57,texas/el-paso,Texas,TX
58,hawaii/honolulu,Hawaii,HI
59,texas/mcallen,Texas,TX
60,new-mexico/albuquerque,New-Mexico,NM
61,alabama/birmingham,Alabama,AL
62,florida/sarasota,Florida,FL
63,ohio/dayton,Ohio,OH
64,new-york/rochester,New-York,NY
65,california/fresno,California,CA
66,pennsylvania/allentown,Pennsylvania,PA
67,oklahoma/tulsa,Oklahoma,OK
68,florida/cape-coral,Florida,FL
69,california/concord,California,CA
70,colorado/colorado-springs,Colorado,CO
71,south-carolina/charleston,South-Carolina,SC
72,massachusetts/springfield,Massachusetts,MA
73,michigan/grand-rapids,Michigan,MI
74,california/mission-viejo,California,CA
75,new-york/albany,New-York,NY
76,tennessee/knoxville,Tennessee,TN
77,california/bakersfield,California,CA
78,utah/ogden,Utah,UT
79,louisiana/baton-rouge,Louisiana,LA
80,ohio/akron,Ohio,OH
81,connecticut/new-haven,Connecticut,CT
82,south-carolina/columbia,South-Carolina,SC
83,arizona/mesa,Arizona,AZ
84,florida/palm-bay,Florida,FL
85,utah/provo,Utah,UT
86,massachusetts/worcester,Massachusetts,MA
87,california/murrieta,California,CA
88,south-carolina/greenville,South-Carolina,SC
89,kansas/wichita,Kansas,KS
90,ohio/toledo,Ohio,OH
91,new-york/staten-island,New-York,NY
92,iowa/des-moines,Iowa,IA
93,california/long-beach,California,CA
94,florida/port-st.-lucie,Florida,FL
95,texas/denton,Texas,TX
96,wisconsin/madison,Wisconsin,WI
97,nevada/reno,Nevada,NV
98,pennsylvania/harrisburg,Pennsylvania,PA
99,arkansas/little-rock,Arkansas,AR
100,california/oakland,California,CA
101,north-carolina/durham,North-Carolina,NC
102,north-carolina/winston-salem,North-Carolina,NC
103,florida/bonita-springs,Florida,FL
104,california/indio,California,CA
105,florida/palm-coast,Florida,FL
106,tennessee/chattanooga,Tennessee,TN
107,washington/spokane,Washington,WA
108,new-york/syracuse,New-York,NY
109,pennsylvania/lancaster,Pennsylvania,PA
110,texas/arlington,Texas,TX
111,california/stockton,California,CA
112,new-york/poughkeepsie,New-York,NY
113,georgia/augusta,Georgia,GA
114,idaho/boise,Idaho,ID
115,california/oxnard,California,CA
116,pennsylvania/scranton,Pennsylvania,PA
117,california/modesto,California,CA
118,florida/kissimmee,Florida,FL
119,colorado/aurora,Colorado,CO
120,ohio/youngstown,Ohio,OH
121,arkansas/fayetteville,Arkansas,AR
122,california/anaheim,California,CA
123,florida/pensacola,Florida,FL
124,california/victorville,California,CA
125,california/lancaster,California,CA
126,north-carolina/greensboro,North-Carolina,NC
127,texas/corpus-christi,Texas,TX
128,indiana/fort-wayne,Indiana,IN
129,california/santa-ana,California,CA
130,michigan/flint,Michigan,MI
131,north-carolina/fayetteville,North-Carolina,NC
132,mississippi/jackson,Mississippi,MS
133,california/santa-rosa,California,CA
134,michigan/lansing,Michigan,MI
135,puerto-rico/san-juan,Puerto-Rico,PR
136,kentucky/lexington,Kentucky,KY
137,michigan/ann-arbor,Michigan,MI
138,nevada/henderson,Nevada,NV
139,alabama/huntsville,Alabama,AL
140,alabama/mobile,Alabama,AL
141,colorado/fort-collins,Colorado,CO
142,north-carolina/asheville,North-Carolina,NC
143,california/santa-clarita,California,CA
144,minnesota/st.-paul,Minnesota,MN
145,california/antioch,California,CA
146,florida/lakeland,Florida,FL
147,new-jersey/trenton,New-Jersey,NJ
148,nebraska/lincoln,Nebraska,NE
149,missouri/springfield,Missouri,MO
150,alaska/anchorage,Alaska,AK
151,texas/plano,Texas,TX
152,california/irvine,California,CA
153,iowa/davenport,Iowa,IA
154,illinois/rockford,Illinois,IL
155,new-jersey/newark,New-Jersey,NJ
156,indiana/south-bend,Indiana,IN
157,louisiana/shreveport,Louisiana,LA
158,illinois/round-lake-beach,Illinois,IL
159,georgia/savannah,Georgia,GA
160,south-carolina/myrtle-beach,South-Carolina,SC
161,california/chula-vista,California,CA
162,oregon/eugene,Oregon,OR
163,ohio/canton,Ohio,OH
164,texas/lubbock,Texas,TX
165,pennsylvania/reading,Pennsylvania,PA
166,florida/winter-haven,Florida,FL
167,oregon/salem,Oregon,OR
168,florida/st.-petersburg,Florida,FL
169,louisiana/lafayette,Louisiana,LA
170,texas/laredo,Texas,TX
171,new-jersey/jersey-city,New-Jersey,NJ
172,north-carolina/concord,North-Carolina,NC
173,georgia/columbus,Georgia,GA
174,arizona/chandler,Arizona,AZ
175,texas/mckinney,Texas,TX
176,arizona/scottsdale,Arizona,AZ
177,texas/killeen,Texas,TX
178,florida/tallahassee,Florida,FL
179,illinois/peoria,Illinois,IL
180,north-carolina/wilmington,North-Carolina,NC
181,alabama/montgomery,Alabama,AL
182,arizona/gilbert,Arizona,AZ
183,arizona/glendale,Arizona,AZ
184,nevada/north-las-vegas,Nevada,NV
185,virginia/chesapeake,Virginia,VA
186,massachusetts/barnstable,Massachusetts,MA
187,virginia/norfolk,Virginia,VA
188,california/fremont,California,CA
189,washington/kennewick,Washington,WA
190,texas/garland,Texas,TX
191,texas/irving,Texas,TX
192,california/visalia,California,CA
193,new-jersey/atlantic-city,New-Jersey,NJ
194,nevada/paradise,Nevada,NV
195,new-hampshire/nashua,New-Hampshire,NH
196,virginia/arlington,Virginia,VA
197,florida/hialeah,Florida,FL
198,pennsylvania/york,Pennsylvania,PA
199,indiana/evansville,Indiana,IN
200,arizona/avondale,Arizona,AZ
201,texas/brownsville,Texas,TX
202,mississippi/gulfport,Mississippi,MS
203,wisconsin/appleton,Wisconsin,WI
204,washington/bremerton,Washington,WA
205,north-carolina/hickory,North-Carolina,NC
206,washington/tacoma,Washington,WA
207,california/san-bernardino,California,CA
208,texas/college-station,Texas,TX
209,michigan/kalamazoo,Michigan,MI
210,california/thousand-oaks,California,CA
211,virginia/roanoke,Virginia,VA
212,california/fontana,California,CA
213,california/moreno-valley,California,CA
214,florida/north-port,Florida,FL
215,north-dakota/fargo,North-Dakota,ND
216,wisconsin/green-bay,Wisconsin,WI
217,nevada/spring-valley,Nevada,NV
218,texas/amarillo,Texas,TX
219,maine/portland,Maine,ME
220,california/santa-barbara,California,CA
221,florida/gainesville,Florida,FL
222,washington/olympia,Washington,WA
223,texas/frisco,Texas,TX
224,new-york/yonkers,New-York,NY
225,connecticut/norwich,Connecticut,CT
226,california/glendale,California,CA
227,california/huntington-beach,California,CA
228,florida/deltona,Florida,FL
229,illinois/aurora,Illinois,IL
230,arizona/tempe,Arizona,AZ
231,kansas/overland-park,Kansas,KS
232,texas/grand-prairie,Texas,TX
233,nevada/sunrise-manor,Nevada,NV
234,texas/waco,Texas,TX
235,california/salinas,California,CA
236,connecticut/waterbury,Connecticut,CT
237,tennessee/clarksville,Tennessee,TN
238,iowa/cedar-rapids,Iowa,IA
239,south-dakota/sioux-falls,South-Dakota,SD
240,west-virginia/huntington,West-Virginia,WV
241,california/ontario,California,CA
242,maryland/hagerstown,Maryland,MD
243,pennsylvania/erie,Pennsylvania,PA
244,washington/vancouver,Washington,WA
245,idaho/nampa,Idaho,ID
246,south-carolina/spartanburg,South-Carolina,SC
247,north-carolina/gastonia,North-Carolina,NC
248,florida/fort-lauderdale,Florida,FL
249,ohio/lorain,Ohio,OH
250,tennessee/murfreesboro,Tennessee,TN
251,north-carolina/high-point,North-Carolina,NC
252,virginia/newport-news,Virginia,VA
253,california/rancho-cucamonga,California,CA
254,california/hemet,California,CA
255,california/santa-cruz,California,CA
256,connecticut/danbury,Connecticut,CT
257,arizona/peoria,Arizona,AZ
258,california/oceanside,California,CA
259,california/elk-grove,California,CA
260,florida/pembroke-pines,Florida,FL
261,california/vallejo,California,CA
262,california/garden-grove,California,CA
263,nevada/enterprise,Nevada,NV
264,oregon/medford,Oregon,OR
265,north-carolina/cary,North-Carolina,NC
266,washington/marysville,Washington,WA
267,california/corona,California,CA
268,florida/ocala,Florida,FL
269,virginia/fredericksburg,Virginia,VA
270,georgia/gainesville,Georgia,GA
271,new-hampshire/manchester,New-Hampshire,NH
272,puerto-rico/bayamón,Puerto-Rico,PR
273,illinois/champaign,Illinois,IL
274,virginia/alexandria,Virginia,VA
275,california/hayward,California,CA
276,illinois/springfield,Illinois,IL
277,colorado/lakewood,Colorado,CO
278,indiana/lafayette,Indiana,IN
279,maryland/frederick,Maryland,MD
280,louisiana/lake-charles,Louisiana,LA
281,texas/odessa,Texas,TX
282,alabama/tuscaloosa,Alabama,AL
283,georgia/warner-robins,Georgia,GA
284,california/palmdale,California,CA
285,florida/hollywood,Florida,FL
286,texas/midland,Texas,TX
287,florida/leesburg,Florida,FL
288,texas/port-arthur,Texas,TX
289,michigan/muskegon,Michigan,MI
290,georgia/macon,Georgia,GA
291,kansas/kansas-city,Kansas,KS
292,california/sunnyvale,California,CA
293,california/pomona,California,CA
294,california/escondido,California,CA
295,texas/pasadena,Texas,TX
296,massachusetts/new-bedford,Massachusetts,MA
297,california/fairfield,California,CA
298,illinois/naperville,Illinois,IL
299,washington/bellevue,Washington,WA
300,new-york/binghamton,New-York,NY
301,indiana/elkhart,Indiana,IN
302,kansas/topeka,Kansas,KS
303,illinois/joliet,Illinois,IL
304,texas/beaumont,Texas,TX
305,new-jersey/paterson,New-Jersey,NJ
306,california/merced,California,CA
307,colorado/pueblo,Colorado,CO
308,texas/tyler,Texas,TX
309,california/torrance,California,CA
310,arizona/yuma,Arizona,AZ
311,louisiana/metairie,Louisiana,LA
312,arizona/surprise,Arizona,AZ
313,missouri/columbia,Missouri,MO
314,georgia/athens,Georgia,GA
315,california/roseville,California,CA
316,colorado/thornton,Colorado,CO
317,florida/miramar,Florida,FL
318,california/pasadena,California,CA
319,texas/mesquite,Texas,TX
320,kansas/olathe,Kansas,KS
321,california/santa-maria,California,CA
322,louisiana/houma,Louisiana,LA
323,texas/carrollton,Texas,TX
324,colorado/grand-junction,Colorado,CO
325,west-virginia/charleston,West-Virginia,WV
326,california/orange,California,CA
327,california/fullerton,California,CA
328,colorado/greeley,Colorado,CO
329,puerto-rico/carolina,Puerto-Rico,PR
330,new-mexico/las-cruces,New-Mexico,NM
331,florida/panama-city,Florida,FL
332,texas/harlingen,Texas,TX
333,utah/west-valley-city,Utah,UT
334,virginia/hampton,Virginia,VA
335,michigan/warren,Michigan,MI
336,south-carolina/mauldin,South-Carolina,SC
337,illinois/bloomington,Illinois,IL
338,florida/coral-springs,Florida,FL
339,texas/round-rock,Texas,TX
340,washington/yakima,Washington,WA
341,michigan/sterling-heights,Michigan,MI
342,washington/kent,Washington,WA
343,north-carolina/burlington,North-Carolina,NC
344,washington/bellingham,Washington,WA
345,california/santa-clara,California,CA
346,wisconsin/racine,Wisconsin,WI
347,north-carolina/greenville,North-Carolina,NC
348,connecticut/stamford,Connecticut,CT
349,new-jersey/elizabeth,New-Jersey,NJ
350,tennessee/johnson-city,Tennessee,TN
351,virginia/lynchburg,Virginia,VA
352,california/simi-valley,California,CA
353,arkansas/fort-smith,Arkansas,AR
354,wisconsin/kenosha,Wisconsin,WI
355,oklahoma/norman,Oklahoma,OK
356,michigan/south-lyon,Michigan,MI
357,colorado/boulder,Colorado,CO
358,texas/abilene,Texas,TX
359,florida/lehigh-acres,Florida,FL
360,texas/pearland,Texas,TX
361,california/berkeley,California,CA
362,texas/richardson,Texas,TX
363,california/redding,California,CA
364,colorado/arvada,Colorado,CO
365,california/east-los-angeles,California,CA
366,utah/st.-george,Utah,UT
367,montana/billings,Montana,MT
368,california/yuba-city,California,CA
369,minnesota/rochester,Minnesota,MN
370,massachusetts/leominster,Massachusetts,MA
371,tennessee/kingsport,Tennessee,TN
372,minnesota/duluth,Minnesota,MN
373,south-carolina/rock-hill,South-Carolina,SC
374,california/gilroy,California,CA
375,massachusetts/cambridge,Massachusetts,MA
376,texas/sugar-land,Texas,TX
377,texas/texas-city,Texas,TX
378,iowa/iowa-city,Iowa,IA
379,michigan/saginaw,Michigan,MI
380,california/chico,California,CA
381,delaware/dover,Delaware,DE
382,florida/clearwater,Florida,FL
383,idaho/coeur-d'alene,Idaho,ID
384,california/seaside,California,CA
385,missouri/independence,Missouri,MO
386,utah/west-jordan,Utah,UT
387,florida/brandon,Florida,FL
388,indiana/bloomington,Indiana,IN
389,california/el-monte,California,CA
390,south-carolina/north-charleston,South-Carolina,SC
391,california/carlsbad,California,CA
392,minnesota/st.-cloud,Minnesota,MN
393,california/temecula,California,CA
394,california/clovis,California,CA
395,idaho/meridian,Idaho,ID
396,texas/the-woodlands,Texas,TX
397,puerto-rico/ponce,Puerto-Rico,PR
398,colorado/westminster,Colorado,CO
399,california/costa-mesa,California,CA
400,louisiana/monroe,Louisiana,LA
401,new-york/utica,New-York,NY
402,florida/pompano-beach,Florida,FL
403,florida/west-palm-beach,Florida,FL
404,iowa/waterloo,Iowa,IA
405,washington/everett,Washington,WA
406,california/el-centro,California,CA
407,new-mexico/santa-fe,New-Mexico,NM
408,california/downey,California,CA
409,florida/spring-hill,Florida,FL
410,massachusetts/lowell,Massachusetts,MA
411,colorado/centennial,Colorado,CO
412,illinois/elgin,Illinois,IL
413,california/richmond,California,CA
414,oklahoma/broken-arrow,Oklahoma,OK
415,florida/miami-gardens,Florida,FL
416,oregon/bend,Oregon,OR
417,vermont/burlington,Vermont,VT
418,california/jurupa-valley,California,CA
419,georgia/sandy-springs,Georgia,GA
420,oregon/gresham,Oregon,OR
421,texas/lewisville,Texas,TX
422,oregon/hillsboro,Oregon,OR
423,california/san-buenaventura,California,CA
424,north-carolina/jacksonville,North-Carolina,NC
425,pennsylvania/pottstown,Pennsylvania,PA
426,california/inglewood,California,CA
427,texas/league-city,Texas,TX
428,wisconsin/eau-claire,Wisconsin,WI
429,california/turlock,California,CA
430,texas/temple,Texas,TX
431,iowa/sioux-city,Iowa,IA
432,maryland/salisbury,Maryland,MD
433,florida/davie,Florida,FL
434,california/daly-city,California,CA
435,colorado/highlands-ranch,Colorado,CO
436,texas/allen,Texas,TX
437,california/west-covina,California,CA
438,nevada/sparks,Nevada,NV
439,texas/wichita-falls,Texas,TX
440,california/san-mateo,California,CA
441,maryland/columbia,Maryland,MD
442,california/norwalk,California,CA
443,california/rialto,California,CA
444,california/manteca,California,CA
445,california/arden-arcade,California,CA
446,california/el-cajon,California,CA
447,california/burbank,California,CA
448,colorado/longmont,Colorado,CO
449,washington/renton,Washington,WA
450,california/vista,California,CA
451,utah/logan,Utah,UT
452,arizona/prescott-valley,Arizona,AZ
453,california/vacaville,California,CA
454,texas/edinburg,Texas,TX
455,indiana/carmel,Indiana,IN
456,washington/spokane-valley,Washington,WA
457,texas/san-angelo,Texas,TX
458,wisconsin/la-crosse,Wisconsin,WI
459,idaho/idaho-falls,Idaho,ID
460,michigan/holland,Michigan,MI
461,virginia/charlottesville,Virginia,VA
462,texas/longview,Texas,TX
463,california/tracy,California,CA
464,florida/boca-raton,Florida,FL
465,colorado/lafayette,Colorado,CO
466,missouri/lee's-summit,Missouri,MO
467,new-mexico/rio-rancho,New-Mexico,NM
468,georgia/south-fulton,Georgia,GA
469,oregon/beaverton,Oregon,OR
470,kansas/lawrence,Kansas,KS
471,north-dakota/bismarck,North-Dakota,ND
472,utah/orem,Utah,UT
473,ohio/middletown,Ohio,OH
474,arizona/san-tan-valley,Arizona,AZ
475,california/san-marcos,California,CA
476,utah/sandy,Utah,UT
477,washington/federal-way,Washington,WA
478,louisiana/mandeville,Louisiana,LA
479,california/hesperia,California,CA
480,massachusetts/brockton,Massachusetts,MA
481,california/compton,California,CA
482,florida/riverview,Florida,FL
483,indiana/fishers,Indiana,IN
484,florida/sunrise,Florida,FL
485,kentucky/bowling-green,Kentucky,KY
486,georgia/roswell,Georgia,GA
487,california/menifee,California,CA
488,florida/plantation,Florida,FL
489,new-hampshire/dover,New-Hampshire,NH
490,massachusetts/quincy,Massachusetts,MA
491,virginia/portsmouth,Virginia,VA
492,california/chino,California,CA
493,massachusetts/lynn,Massachusetts,MA
494,oklahoma/edmond,Oklahoma,OK
495,california/hanford,California,CA
496,michigan/dearborn,Michigan,MI
497,michigan/livonia,Michigan,MI
498,california/south-gate,California,CA
499,new-jersey/vineland,New-Jersey,NJ
500,south-carolina/florence,South-Carolina,SC
501,new-hampshire/portsmouth,New-Hampshire,NH
502,louisiana/slidell,Louisiana,LA
503,oklahoma/lawton,Oklahoma,OK
504,washington/kirkland,Washington,WA
505,montana/missoula,Montana,MT
506,alabama/auburn,Alabama,AL
507,south-dakota/rapid-city,South-Dakota,SD
508,indiana/terre-haute,Indiana,IN
509,virginia/suffolk,Virginia,VA
510,virginia/blacksburg,Virginia,VA
511,south-carolina/mount-pleasant,South-Carolina,SC
512,california/carson,California,CA
513,texas/conroe,Texas,TX
514,florida/alafaya,Florida,FL
515,california/livermore,California,CA
516,california/westminster,California,CA
517,maryland/germantown,Maryland,MD
518,california/santa-monica,California,CA
519,texas/new-braunfels,Texas,TX
520,massachusetts/fall-river,Massachusetts,MA
521,georgia/albany,Georgia,GA
522,florida/miami-beach,Florida,FL
523,connecticut/norwalk,Connecticut,CT
524,california/san-leandro,California,CA
525,missouri/o'fallon,Missouri,MO
526,massachusetts/newton,Massachusetts,MA
527,indiana/muncie,Indiana,IN
528,california/citrus-heights,California,CA
529,pennsylvania/state-college,Pennsylvania,PA
530,florida/town-'n'-country,Florida,FL
531,illinois/decatur,Illinois,IL
532,michigan/jackson,Michigan,MI
533,florida/fort-myers,Florida,FL
534,arizona/goodyear,Arizona,AZ
535,georgia/dalton,Georgia,GA
536,texas/bryan,Texas,TX
537,illinois/waukegan,Illinois,IL
538,california/hawthorne,California,CA
539,indiana/anderson,Indiana,IN
540,california/redwood-city,California,CA
541,alabama/hoover,Alabama,AL
542,california/lake-forest,California,CA
543,california/napa,California,CA
544,california/whittier,California,CA
545,new-jersey/clifton,New-Jersey,NJ
546,florida/largo,Florida,FL
547,minnesota/bloomington,Minnesota,MN
548,georgia/johns-creek,Georgia,GA
549,california/newport-beach,California,CA
550,texas/mission,Texas,TX
551,california/milpitas,California,CA
552,michigan/troy,Michigan,MI
553,california/madera,California,CA
554,missouri/joplin,Missouri,MO
555,california/chino-hills,California,CA
556,california/alhambra,California,CA
557,tennessee/franklin,Tennessee,TN
558,florida/melbourne,Florida,FL
559,michigan/port-huron,Michigan,MI
560,ohio/springfield,Ohio,OH
561,california/mountain-view,California,CA
562,florida/zephyrhills,Florida,FL
563,florida/st.-augustine,Florida,FL
564,arizona/flagstaff,Arizona,AZ
565,california/buena-park,California,CA
566,california/pleasanton,California,CA
567,maryland/silver-spring,Maryland,MD
568,texas/atascocita,Texas,TX
569,michigan/westland,Michigan,MI
570,washington/auburn,Washington,WA
571,rhode-island/cranston,Rhode-Island,RI
572,massachusetts/somerville,Massachusetts,MA
573,california/folsom,California,CA
574,arkansas/springdale,Arkansas,AR
575,florida/deerfield-beach,Florida,FL
576,rhode-island/warwick,Rhode-Island,RI
577,illinois/cicero,Illinois,IL
578,michigan/farmington-hills,Michigan,MI
579,ohio/newark,Ohio,OH
580,virginia/williamsburg,Virginia,VA
581,minnesota/brooklyn-park,Minnesota,MN
582,mississippi/hattiesburg,Mississippi,MS
583,louisiana/alexandria,Louisiana,LA
584,massachusetts/lawrence,Massachusetts,MA
585,alabama/florence,Alabama,AL
586,georgia/valdosta,Georgia,GA
587,minnesota/plymouth,Minnesota,MN
588,arizona/buckeye,Arizona,AZ
589,texas/georgetown,Texas,TX
590,wyoming/cheyenne,Wyoming,WY
591,texas/cedar-park,Texas,TX
592,florida/the-villages,Florida,FL
593,indiana/kokomo,Indiana,IN
594,california/tustin,California,CA
595,california/lakewood,California,CA
596,california/perris,California,CA
597,missouri/st.-joseph,Missouri,MO
598,texas/flower-mound,Texas,TX
599,texas/pharr,Texas,TX
600,florida/pine-hills,Florida,FL
601,illinois/alton,Illinois,IL
602,colorado/loveland,Colorado,CO
603,florida/boynton-beach,Florida,FL
604,new-york/new-rochelle,New-York,NY
605,south-carolina/anderson,South-Carolina,SC
606,arkansas/jonesboro,Arkansas,AR
607,pennsylvania/lebanon,Pennsylvania,PA
608,ohio/parma,Ohio,OH
609,utah/layton,Utah,UT
610,kentucky/elizabethtown,Kentucky,KY
611,texas/texarkana,Texas,TX
612,california/alameda,California,CA
613,illinois/kankakee,Illinois,IL
614,california/watsonville,California,CA
615,california/porterville,California,CA
616,texas/baytown,Texas,TX
617,california/upland,California,CA
618,california/davis,California,CA
619,california/camarillo,California,CA
620,utah/south-jordan,Utah,UT
621,michigan/battle-creek,Michigan,MI
622,california/bellflower,California,CA
623,texas/san-marcos,Texas,TX
624,california/san-ramon,California,CA
625,texas/lake-jackson,Texas,TX
626,pennsylvania/bethlehem,Pennsylvania,PA
627,michigan/wyoming,Michigan,MI
628,wisconsin/oshkosh,Wisconsin,WI
629,indiana/hammond,Indiana,IN
630,maryland/waldorf,Maryland,MD
631,texas/missouri-city,Texas,TX
632,washington/pasco,Washington,WA
633,west-virginia/wheeling,West-Virginia,WV
634,florida/kendall,Florida,FL
635,california/baldwin-park,California,CA
636,california/rancho-cordova,California,CA
637,arkansas/conway,Arkansas,AR
638,indiana/gary,Indiana,IN
639,pennsylvania/altoona,Pennsylvania,PA
640,california/lodi,California,CA
641,illinois/arlington-heights,Illinois,IL
642,illinois/bolingbrook,Illinois,IL
643,michigan/rochester-hills,Michigan,MI
644,virginia/winchester,Virginia,VA
645,massachusetts/framingham,Massachusetts,MA
646,south-carolina/hilton-head-island,South-Carolina,SC
647,virginia/centreville,Virginia,VA
648,california/union-city,California,CA
649,kentucky/owensboro,Kentucky,KY
650,tennessee/jackson,Tennessee,TN
651,tennessee/cleveland,Tennessee,TN
652,wisconsin/wausau,Wisconsin,WI
653,new-jersey/camden,New-Jersey,NJ
654,alabama/anniston,Alabama,AL
655,illinois/evanston,Illinois,IL
656,california/apple-valley,California,CA
657,ohio/mansfield,Ohio,OH
658,puerto-rico/caguas,Puerto-Rico,PR
659,illinois/schaumburg,Illinois,IL
660,idaho/pocatello,Idaho,ID
661,minnesota/woodbury,Minnesota,MN
662,michigan/southfield,Michigan,MI
663,maryland/ellicott-city,Maryland,MD
664,virginia/dale-city,Virginia,VA
665,minnesota/maple-grove,Minnesota,MN
666,california/pittsburg,California,CA
667,connecticut/new-britain,Connecticut,CT
668,west-virginia/morgantown,West-Virginia,WV
669,texas/mansfield,Texas,TX
670,louisiana/hammond,Louisiana,LA
671,alabama/dothan,Alabama,AL
672,virginia/harrisonburg,Virginia,VA
673,washington/wenatchee,Washington,WA
674,wisconsin/waukesha,Wisconsin,WI
675,rhode-island/pawtucket,Rhode-Island,RI
676,washington/redmond,Washington,WA
677,florida/lauderhill,Florida,FL
678,south-carolina/sumter,South-Carolina,SC
679,california/redlands,California,CA
680,alabama/daphne,Alabama,AL
681,washington/mount-vernon,Washington,WA
682,florida/weston,Florida,FL
683,missouri/st.-charles,Missouri,MO
684,wisconsin/janesville,Wisconsin,WI
685,texas/sherman,Texas,TX
686,texas/north-richland-hills,Texas,TX
687,colorado/broomfield,Colorado,CO
688,california/el-paso-de-robles,California,CA
689,tennessee/bristol,Tennessee,TN
690,delaware/wilmington,Delaware,DE
691,arizona/casas-adobes,Arizona,AZ
692,california/walnut-creek,California,CA
693,florida/poinciana,Florida,FL
694,california/lynwood,California,CA
695,maryland/glen-burnie,Maryland,MD
696,utah/lehi,Utah,UT
697,new-jersey/passaic,New-Jersey,NJ
698,florida/homestead,Florida,FL
699,wisconsin/west-bend,Wisconsin,WI
700,florida/delray-beach,Florida,FL
701,wisconsin/sheboygan,Wisconsin,WI
702,california/lake-elsinore,California,CA
703,florida/daytona-beach,Florida,FL
704,new-mexico/los-lunas,New-Mexico,NM
705,ohio/lima,Ohio,OH
706,alabama/decatur,Alabama,AL
707,california/rocklin,California,CA
708,arkansas/rogers,Arkansas,AR
709,colorado/castle-rock,Colorado,CO
710,pennsylvania/hanover,Pennsylvania,PA
711,louisiana/bossier-city,Louisiana,LA
712,iowa/dubuque,Iowa,IA
713,maryland/rockville,Maryland,MD
714,texas/victoria,Texas,TX
715,new-york/saratoga-springs,New-York,NY
716,puerto-rico/guaynabo,Puerto-Rico,PR
717,maryland/gaithersburg,Maryland,MD
718,new-jersey/union-city,New-Jersey,NJ
719,iowa/ames,Iowa,IA
720,iowa/west-des-moines,Iowa,IA
721,california/south-san-francisco,California,CA
722,california/yorba-linda,California,CA
723,wyoming/casper,Wyoming,WY
724,illinois/palatine,Illinois,IL
725,oregon/corvallis,Oregon,OR
726,iowa/ankeny,Iowa,IA
727,new-york/mount-vernon,New-York,NY
728,texas/rowlett,Texas,TX
729,minnesota/lakeville,Minnesota,MN
730,georgia/alpharetta,Georgia,GA
731,washington/longview,Washington,WA
732,illinois/dekalb,Illinois,IL
733,california/petaluma,California,CA
734,california/redondo-beach,California,CA
735,florida/tamarac,Florida,FL
736,california/laguna-niguel,California,CA
737,minnesota/eagan,Minnesota,MN
738,louisiana/kenner,Louisiana,LA
739,michigan/bay-city,Michigan,MI
740,arkansas/north-little-rock,Arkansas,AR
741,washington/sammamish,Washington,WA
742,kansas/shawnee,Kansas,KS
743,florida/jupiter,Florida,FL
744,florida/doral,Florida,FL
745,california/florence-graham,California,CA
746,illinois/carbondale,Illinois,IL
747,minnesota/blaine,Minnesota,MN
748,west-virginia/weirton,West-Virginia,WV
749,california/tulare,California,CA
750,florida/wellington,Florida,FL
751,texas/pflugerville,Texas,TX
752,california/palo-alto,California,CA
753,new-york/schenectady,New-York,NY
754,montana/great-falls,Montana,MT
755,indiana/michigan-city,Indiana,IN
756,new-jersey/bayonne,New-Jersey,NJ
757,minnesota/eden-prairie,Minnesota,MN
758,florida/port-orange,Florida,FL
